# Exact orientation oracle from Python fractions.Fraction.from_float.
# label ax_bits ay_bits bx_bits by_bits cx_bits cy_bits sign
# cases: 2417; generator: rust/tools/generate_predicate_fixtures.py
zero	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0
signed_zero	8000000000000000	0000000000000000	0000000000000000	8000000000000000	8000000000000000	8000000000000000	0
duplicate	3ff0000000000000	4000000000000000	3ff0000000000000	4000000000000000	4008000000000000	4010000000000000	0
unit	0000000000000000	0000000000000000	3ff0000000000000	0000000000000000	0000000000000000	3ff0000000000000	1
subnormal_product	0000000000000000	0000000000000000	0000000000000001	0000000000000000	0000000000000000	0000000000000001	1
subnormal_difference	0000000000000001	0000000000000001	0000000000000002	0000000000000001	0000000000000001	0000000000000002	1
overflow_product	0000000000000000	0000000000000000	7fefffffffffffff	0000000000000000	0000000000000000	7fefffffffffffff	1
overflow_difference	ffefffffffffffff	ffefffffffffffff	7fefffffffffffff	ffefffffffffffff	0000000000000000	7fefffffffffffff	1
full_exponent_span	0000000000000001	7fefffffffffffff	7fefffffffffffff	0000000000000001	ffefffffffffffff	8000000000000001	-1
maximum_collinear	ffefffffffffffff	ffefffffffffffff	7fefffffffffffff	7fefffffffffffff	0000000000000001	0000000000000001	0
maximum_adjacent	7fefffffffffffff	7fefffffffffffff	7feffffffffffffe	7fefffffffffffff	7fefffffffffffff	7feffffffffffffe	1
exponent_boundary_-1074_-inf	0000000000000001	0000000000000001	0000000000000000	0000000000000001	0000000000000001	0000000000000000	1
exponent_boundary_-1074_inf	0000000000000001	0000000000000001	0000000000000002	0000000000000001	0000000000000001	0000000000000002	1
exponent_boundary_-1073_-inf	0000000000000002	0000000000000002	0000000000000001	0000000000000002	0000000000000002	0000000000000001	1
exponent_boundary_-1073_inf	0000000000000002	0000000000000002	0000000000000003	0000000000000002	0000000000000002	0000000000000003	1
exponent_boundary_-1023_-inf	0008000000000000	0008000000000000	0007ffffffffffff	0008000000000000	0008000000000000	0007ffffffffffff	1
exponent_boundary_-1023_inf	0008000000000000	0008000000000000	0008000000000001	0008000000000000	0008000000000000	0008000000000001	1
exponent_boundary_-1022_-inf	0010000000000000	0010000000000000	000fffffffffffff	0010000000000000	0010000000000000	000fffffffffffff	1
exponent_boundary_-1022_inf	0010000000000000	0010000000000000	0010000000000001	0010000000000000	0010000000000000	0010000000000001	1
exponent_boundary_-1000_-inf	0170000000000000	0170000000000000	016fffffffffffff	0170000000000000	0170000000000000	016fffffffffffff	1
exponent_boundary_-1000_inf	0170000000000000	0170000000000000	0170000000000001	0170000000000000	0170000000000000	0170000000000001	1
exponent_boundary_-800_-inf	0df0000000000000	0df0000000000000	0defffffffffffff	0df0000000000000	0df0000000000000	0defffffffffffff	1
exponent_boundary_-800_inf	0df0000000000000	0df0000000000000	0df0000000000001	0df0000000000000	0df0000000000000	0df0000000000001	1
exponent_boundary_-500_-inf	20b0000000000000	20b0000000000000	20afffffffffffff	20b0000000000000	20b0000000000000	20afffffffffffff	1
exponent_boundary_-500_inf	20b0000000000000	20b0000000000000	20b0000000000001	20b0000000000000	20b0000000000000	20b0000000000001	1
exponent_boundary_-401_-inf	26e0000000000000	26e0000000000000	26dfffffffffffff	26e0000000000000	26e0000000000000	26dfffffffffffff	1
exponent_boundary_-401_inf	26e0000000000000	26e0000000000000	26e0000000000001	26e0000000000000	26e0000000000000	26e0000000000001	1
exponent_boundary_-400_-inf	26f0000000000000	26f0000000000000	26efffffffffffff	26f0000000000000	26f0000000000000	26efffffffffffff	1
exponent_boundary_-400_inf	26f0000000000000	26f0000000000000	26f0000000000001	26f0000000000000	26f0000000000000	26f0000000000001	1
exponent_boundary_-399_-inf	2700000000000000	2700000000000000	26ffffffffffffff	2700000000000000	2700000000000000	26ffffffffffffff	1
exponent_boundary_-399_inf	2700000000000000	2700000000000000	2700000000000001	2700000000000000	2700000000000000	2700000000000001	1
exponent_boundary_-100_-inf	39b0000000000000	39b0000000000000	39afffffffffffff	39b0000000000000	39b0000000000000	39afffffffffffff	1
exponent_boundary_-100_inf	39b0000000000000	39b0000000000000	39b0000000000001	39b0000000000000	39b0000000000000	39b0000000000001	1
exponent_boundary_-1_-inf	3fe0000000000000	3fe0000000000000	3fdfffffffffffff	3fe0000000000000	3fe0000000000000	3fdfffffffffffff	1
exponent_boundary_-1_inf	3fe0000000000000	3fe0000000000000	3fe0000000000001	3fe0000000000000	3fe0000000000000	3fe0000000000001	1
exponent_boundary_0_-inf	3ff0000000000000	3ff0000000000000	3fefffffffffffff	3ff0000000000000	3ff0000000000000	3fefffffffffffff	1
exponent_boundary_0_inf	3ff0000000000000	3ff0000000000000	3ff0000000000001	3ff0000000000000	3ff0000000000000	3ff0000000000001	1
exponent_boundary_1_-inf	4000000000000000	4000000000000000	3fffffffffffffff	4000000000000000	4000000000000000	3fffffffffffffff	1
exponent_boundary_1_inf	4000000000000000	4000000000000000	4000000000000001	4000000000000000	4000000000000000	4000000000000001	1
exponent_boundary_399_-inf	58e0000000000000	58e0000000000000	58dfffffffffffff	58e0000000000000	58e0000000000000	58dfffffffffffff	1
exponent_boundary_399_inf	58e0000000000000	58e0000000000000	58e0000000000001	58e0000000000000	58e0000000000000	58e0000000000001	1
exponent_boundary_400_-inf	58f0000000000000	58f0000000000000	58efffffffffffff	58f0000000000000	58f0000000000000	58efffffffffffff	1
exponent_boundary_400_inf	58f0000000000000	58f0000000000000	58f0000000000001	58f0000000000000	58f0000000000000	58f0000000000001	1
exponent_boundary_401_-inf	5900000000000000	5900000000000000	58ffffffffffffff	5900000000000000	5900000000000000	58ffffffffffffff	1
exponent_boundary_401_inf	5900000000000000	5900000000000000	5900000000000001	5900000000000000	5900000000000000	5900000000000001	1
exponent_boundary_500_-inf	5f30000000000000	5f30000000000000	5f2fffffffffffff	5f30000000000000	5f30000000000000	5f2fffffffffffff	1
exponent_boundary_500_inf	5f30000000000000	5f30000000000000	5f30000000000001	5f30000000000000	5f30000000000000	5f30000000000001	1
exponent_boundary_800_-inf	71f0000000000000	71f0000000000000	71efffffffffffff	71f0000000000000	71f0000000000000	71efffffffffffff	1
exponent_boundary_800_inf	71f0000000000000	71f0000000000000	71f0000000000001	71f0000000000000	71f0000000000000	71f0000000000001	1
exponent_boundary_1000_-inf	7e70000000000000	7e70000000000000	7e6fffffffffffff	7e70000000000000	7e70000000000000	7e6fffffffffffff	1
exponent_boundary_1000_inf	7e70000000000000	7e70000000000000	7e70000000000001	7e70000000000000	7e70000000000000	7e70000000000001	1
exponent_boundary_1023_-inf	7fe0000000000000	7fe0000000000000	7fdfffffffffffff	7fe0000000000000	7fe0000000000000	7fdfffffffffffff	1
exponent_boundary_1023_inf	7fe0000000000000	7fe0000000000000	7fe0000000000001	7fe0000000000000	7fe0000000000000	7fe0000000000001	1
cancel_26_-1050	0000000000000000	0000000000000000	0004000000000000	0003ffffff000000	0004000001000000	0004000000000000	1
cancel_26_-1025	0000000000000000	0000000000000000	0180000000000000	017ffffff8000000	0180000004000000	0180000000000000	1
cancel_26_-1000	0000000000000000	0000000000000000	0310000000000000	030ffffff8000000	0310000004000000	0310000000000000	1
cancel_26_-975	0000000000000000	0000000000000000	04a0000000000000	049ffffff8000000	04a0000004000000	04a0000000000000	1
cancel_26_-950	0000000000000000	0000000000000000	0630000000000000	062ffffff8000000	0630000004000000	0630000000000000	1
cancel_26_-925	0000000000000000	0000000000000000	07c0000000000000	07bffffff8000000	07c0000004000000	07c0000000000000	1
cancel_26_-900	0000000000000000	0000000000000000	0950000000000000	094ffffff8000000	0950000004000000	0950000000000000	1
cancel_26_-875	0000000000000000	0000000000000000	0ae0000000000000	0adffffff8000000	0ae0000004000000	0ae0000000000000	1
cancel_26_-850	0000000000000000	0000000000000000	0c70000000000000	0c6ffffff8000000	0c70000004000000	0c70000000000000	1
cancel_26_-825	0000000000000000	0000000000000000	0e00000000000000	0dfffffff8000000	0e00000004000000	0e00000000000000	1
cancel_26_-800	0000000000000000	0000000000000000	0f90000000000000	0f8ffffff8000000	0f90000004000000	0f90000000000000	1
cancel_26_-775	0000000000000000	0000000000000000	1120000000000000	111ffffff8000000	1120000004000000	1120000000000000	1
cancel_26_-750	0000000000000000	0000000000000000	12b0000000000000	12affffff8000000	12b0000004000000	12b0000000000000	1
cancel_26_-725	0000000000000000	0000000000000000	1440000000000000	143ffffff8000000	1440000004000000	1440000000000000	1
cancel_26_-700	0000000000000000	0000000000000000	15d0000000000000	15cffffff8000000	15d0000004000000	15d0000000000000	1
cancel_26_-675	0000000000000000	0000000000000000	1760000000000000	175ffffff8000000	1760000004000000	1760000000000000	1
cancel_26_-650	0000000000000000	0000000000000000	18f0000000000000	18effffff8000000	18f0000004000000	18f0000000000000	1
cancel_26_-625	0000000000000000	0000000000000000	1a80000000000000	1a7ffffff8000000	1a80000004000000	1a80000000000000	1
cancel_26_-600	0000000000000000	0000000000000000	1c10000000000000	1c0ffffff8000000	1c10000004000000	1c10000000000000	1
cancel_26_-575	0000000000000000	0000000000000000	1da0000000000000	1d9ffffff8000000	1da0000004000000	1da0000000000000	1
cancel_26_-550	0000000000000000	0000000000000000	1f30000000000000	1f2ffffff8000000	1f30000004000000	1f30000000000000	1
cancel_26_-525	0000000000000000	0000000000000000	20c0000000000000	20bffffff8000000	20c0000004000000	20c0000000000000	1
cancel_26_-500	0000000000000000	0000000000000000	2250000000000000	224ffffff8000000	2250000004000000	2250000000000000	1
cancel_26_-475	0000000000000000	0000000000000000	23e0000000000000	23dffffff8000000	23e0000004000000	23e0000000000000	1
cancel_26_-450	0000000000000000	0000000000000000	2570000000000000	256ffffff8000000	2570000004000000	2570000000000000	1
cancel_26_-425	0000000000000000	0000000000000000	2700000000000000	26fffffff8000000	2700000004000000	2700000000000000	1
cancel_26_-400	0000000000000000	0000000000000000	2890000000000000	288ffffff8000000	2890000004000000	2890000000000000	1
cancel_26_-375	0000000000000000	0000000000000000	2a20000000000000	2a1ffffff8000000	2a20000004000000	2a20000000000000	1
cancel_26_-350	0000000000000000	0000000000000000	2bb0000000000000	2baffffff8000000	2bb0000004000000	2bb0000000000000	1
cancel_26_-325	0000000000000000	0000000000000000	2d40000000000000	2d3ffffff8000000	2d40000004000000	2d40000000000000	1
cancel_26_-300	0000000000000000	0000000000000000	2ed0000000000000	2ecffffff8000000	2ed0000004000000	2ed0000000000000	1
cancel_26_-275	0000000000000000	0000000000000000	3060000000000000	305ffffff8000000	3060000004000000	3060000000000000	1
cancel_26_-250	0000000000000000	0000000000000000	31f0000000000000	31effffff8000000	31f0000004000000	31f0000000000000	1
cancel_26_-225	0000000000000000	0000000000000000	3380000000000000	337ffffff8000000	3380000004000000	3380000000000000	1
cancel_26_-200	0000000000000000	0000000000000000	3510000000000000	350ffffff8000000	3510000004000000	3510000000000000	1
cancel_26_-175	0000000000000000	0000000000000000	36a0000000000000	369ffffff8000000	36a0000004000000	36a0000000000000	1
cancel_26_-150	0000000000000000	0000000000000000	3830000000000000	382ffffff8000000	3830000004000000	3830000000000000	1
cancel_26_-125	0000000000000000	0000000000000000	39c0000000000000	39bffffff8000000	39c0000004000000	39c0000000000000	1
cancel_26_-100	0000000000000000	0000000000000000	3b50000000000000	3b4ffffff8000000	3b50000004000000	3b50000000000000	1
cancel_26_-75	0000000000000000	0000000000000000	3ce0000000000000	3cdffffff8000000	3ce0000004000000	3ce0000000000000	1
cancel_26_-50	0000000000000000	0000000000000000	3e70000000000000	3e6ffffff8000000	3e70000004000000	3e70000000000000	1
cancel_26_-25	0000000000000000	0000000000000000	4000000000000000	3ffffffff8000000	4000000004000000	4000000000000000	1
cancel_26_0	0000000000000000	0000000000000000	4190000000000000	418ffffff8000000	4190000004000000	4190000000000000	1
cancel_26_25	0000000000000000	0000000000000000	4320000000000000	431ffffff8000000	4320000004000000	4320000000000000	1
cancel_26_50	0000000000000000	0000000000000000	44b0000000000000	44affffff8000000	44b0000004000000	44b0000000000000	1
cancel_26_75	0000000000000000	0000000000000000	4640000000000000	463ffffff8000000	4640000004000000	4640000000000000	1
cancel_26_100	0000000000000000	0000000000000000	47d0000000000000	47cffffff8000000	47d0000004000000	47d0000000000000	1
cancel_26_125	0000000000000000	0000000000000000	4960000000000000	495ffffff8000000	4960000004000000	4960000000000000	1
cancel_26_150	0000000000000000	0000000000000000	4af0000000000000	4aeffffff8000000	4af0000004000000	4af0000000000000	1
cancel_26_175	0000000000000000	0000000000000000	4c80000000000000	4c7ffffff8000000	4c80000004000000	4c80000000000000	1
cancel_26_200	0000000000000000	0000000000000000	4e10000000000000	4e0ffffff8000000	4e10000004000000	4e10000000000000	1
cancel_26_225	0000000000000000	0000000000000000	4fa0000000000000	4f9ffffff8000000	4fa0000004000000	4fa0000000000000	1
cancel_26_250	0000000000000000	0000000000000000	5130000000000000	512ffffff8000000	5130000004000000	5130000000000000	1
cancel_26_275	0000000000000000	0000000000000000	52c0000000000000	52bffffff8000000	52c0000004000000	52c0000000000000	1
cancel_26_300	0000000000000000	0000000000000000	5450000000000000	544ffffff8000000	5450000004000000	5450000000000000	1
cancel_26_325	0000000000000000	0000000000000000	55e0000000000000	55dffffff8000000	55e0000004000000	55e0000000000000	1
cancel_26_350	0000000000000000	0000000000000000	5770000000000000	576ffffff8000000	5770000004000000	5770000000000000	1
cancel_26_375	0000000000000000	0000000000000000	5900000000000000	58fffffff8000000	5900000004000000	5900000000000000	1
