# input text | point_count overlap_count [t/x/y/z lo hi bits contact left_order right_order] [overlap endpoints bits]
factor_0_axis_0.125 B 1 2 2 2 -3 5 2.125 -3 5 2 -2.875 5 2 -3 4.875 1 2.125 -2.875 5.125 1 0 2 1 2 | 1 0 3fe0000000000000 3fe0000000000000 4000800000000000 4000800000000000 c007800000000000 c007800000000000 4014000000000000 4014000000000000 C 1 1
factor_1_axis_0.125 B 2 3 2 2 -3 5 2.125 -3 5 2 -2.875 5 2 -3 5.125 1 2.125 -2.875 4.875 1 2.25 -2.75 5.125 1 0 3 1 3 | 1 0 3fe0000000000000 3fe0000000000000 4001000000000000 4001000000000000 c007000000000000 c007000000000000 4014000000000000 4014000000000000 T 2 2
factor_2_axis_0.125 B 2 3 2 2 -3 5 2.125 -3 5 2 -2.875 5 2 -3 5.375 1 2.125 -2.875 4.375 1 2.25 -2.75 5.375 1 0 3 1 3 | 2 0 3fd0000000000000 3fd0000000000000 4000800000000000 4000800000000000 c007800000000000 c007800000000000 4014000000000000 4014000000000000 C 1 1 3fe8000000000000 3fe8000000000000 4001800000000000 4001800000000000 c006800000000000 c006800000000000 4014000000000000 4014000000000000 C 1 1
factor_3_axis_0.125 B 3 4 2 2 -3 5 2.125 -3 5 2 -2.875 5 2 -3 3.875 1 2.125 -2.875 6.625 1 2.25 -2.75 3.375 1 2.375 -3 6.125 1 0 4 1 4 | 3 0 3fd0000000000000 3fd0000000000000 4000c00000000000 4000c00000000000 c0074c0000000000 c0074c0000000000 4014000000000000 4014000000000000 C 1 1 3fe0000000000000 3fe0000000000000 4001800000000000 4001800000000000 c006e00000000000 c006e00000000000 4014000000000000 4014000000000000 C 1 1 3fe8000000000000 3fe8000000000000 4002400000000000 4002400000000000 c007040000000000 c007040000000000 4014000000000000 4014000000000000 C 1 1
factor_4_axis_0.125 B 4 5 2 2 -3 5 2.125 -3 5 2 -2.875 5 2 -3 8.375 1 2.125 -2.875 -0.625 1 2.25 -2.75 12.375 1 2.375 -3 -0.625 1 2.5 -2.875 8.375 1 0 5 1 5 | 2 0 3fd0000000000000 3fd0000000000000 4001000000000000 4001000000000000 c007270000000000 c007270000000000 4014000000000000 4014000000000000 T 2 2 3fe8000000000000 3fe8000000000000 4003000000000000 4003000000000000 c007370000000000 c007370000000000 4014000000000000 4014000000000000 T 2 2
factor_5_axis_0.125 B 2 3 2 2 -3 5 2.125 -3 5 2 -2.875 5 2 -3 5 1 2.125 -2.875 4.875 1 2.25 -2.75 5 1 0 3 1 3 | 2 0 0000000000000000 0000000000000000 4000000000000000 4000000000000000 c008000000000000 c008000000000000 4014000000000000 4014000000000000 B 0 1 3ff0000000000000 3ff0000000000000 4002000000000000 4002000000000000 c006000000000000 c006000000000000 4014000000000000 4014000000000000 B 1 0
factor_6_axis_0.125 B 2 3 2 2 -3 5 2.125 -3 5 2 -2.875 5 2 -3 4.5 1 2.125 -2.875 4.375 1 2.25 -2.75 4.5 1 0 3 1 3 | 0 0
factor_7_axis_0.125 B 7 8 2 2 -3 5 2.125 -3 5 2 -2.875 5 2 -3 4.875 1 2.125 -2.875 5.125 1 2.25 -2.75 4.875 1 2.375 -3 5.125 1 2.5 -2.875 4.875 1 2.625 -2.75 5.125 1 2.75 -3 4.875 1 2.875 -2.875 5.125 1 0 8 1 8 | 1 0 3fe0000000000000 3fe0000000000000 4003800000000000 4003800000000000 c007020000000000 c007020000000000 4014000000000000 4014000000000000 C 7 7
rational_2_axis_0.125 B 2 3 2 2 -3 5 2.125 -3 5 2 -2.875 5 2 -3 4.875 1 2.125 -2.875 5 2 2.25 -2.75 5.125 3 0 3 1 3 | 1 0 3fd76cf5d0b09954 3fd76cf5d0b09955 4001000000000000 4001000000000000 c007000000000000 c007000000000000 4014000000000000 4014000000000000 C 1 1
rational_3_axis_0.125 B 3 4 2 2 -3 5 2.125 -3 5 2 -2.875 5 2 -3 4.8125 1 2.125 -2.875 4.9375 2 2.25 -2.75 5.0625 3 2.375 -3 5.1875 1 0 4 1 4 | 1 0 3fdd1bb4a69d16fe 3fdd1bb4a69d16ff 4001800000000000 4001800000000000 c006a2b38830a2ed c006a2b38830a2ec 4014000000000000 4014000000000000 C 1 1
