# Exact Fraction barycentric oracle: kind label input_bits status [t_lo t_hi x_lo x_hi y_lo y_hi z_lo z_hi]...
l cross 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 3fd0000000000000 3fd0000000000000 bff0000000000000 3fd0000000000000 3fd0000000000000 4000000000000000 P 3fd5555555555555 3fd5555555555556 3fd0000000000000 3fd0000000000000 3fd0000000000000 3fd0000000000000 0000000000000000 0000000000000000
p cross 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 3fd0000000000000 3fd0000000000000 bff0000000000000 3fd0000000000000 3fd0000000000000 4000000000000000 P 3fd5555555555555 3fd5555555555556 3fd0000000000000 3fd0000000000000 3fd0000000000000 3fd0000000000000 0000000000000000 0000000000000000
t cross 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 3fd0000000000000 3fd0000000000000 bff0000000000000 3fd0000000000000 3fd0000000000000 4000000000000000 P 3fd5555555555555 3fd5555555555556 3fd0000000000000 3fd0000000000000 3fd0000000000000 3fd0000000000000 0000000000000000 0000000000000000
l round_third 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 3fb999999999999a 3fc999999999999a bff0000000000000 3fd3333333333333 3fe3333333333333 4000000000000000 P 3fd5555555555555 3fd5555555555556 3fc5555555555555 3fc5555555555556 3fd5555555555555 3fd5555555555556 0000000000000000 0000000000000000
p round_third 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 3fb999999999999a 3fc999999999999a bff0000000000000 3fd3333333333333 3fe3333333333333 4000000000000000 P 3fd5555555555555 3fd5555555555556 3fc5555555555555 3fc5555555555556 3fd5555555555555 3fd5555555555556 0000000000000000 0000000000000000
t round_third 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 3fb999999999999a 3fc999999999999a bff0000000000000 3fd3333333333333 3fe3333333333333 4000000000000000 P 3fd5555555555555 3fd5555555555556 3fc5555555555555 3fc5555555555556 3fd5555555555555 3fd5555555555556 0000000000000000 0000000000000000
l edge 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 3fe0000000000000 3fe0000000000000 bff0000000000000 3fe0000000000000 3fe0000000000000 3ff0000000000000 P 3fe0000000000000 3fe0000000000000 3fe0000000000000 3fe0000000000000 3fe0000000000000 3fe0000000000000 0000000000000000 0000000000000000
p edge 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 3fe0000000000000 3fe0000000000000 bff0000000000000 3fe0000000000000 3fe0000000000000 3ff0000000000000 P 3fe0000000000000 3fe0000000000000 3fe0000000000000 3fe0000000000000 3fe0000000000000 3fe0000000000000 0000000000000000 0000000000000000
t edge 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 3fe0000000000000 3fe0000000000000 bff0000000000000 3fe0000000000000 3fe0000000000000 3ff0000000000000 P 3fe0000000000000 3fe0000000000000 3fe0000000000000 3fe0000000000000 3fe0000000000000 3fe0000000000000 0000000000000000 0000000000000000
l vertex 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 bff0000000000000 0000000000000000 0000000000000000 3ff0000000000000 P 3fe0000000000000 3fe0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000
p vertex 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 bff0000000000000 0000000000000000 0000000000000000 3ff0000000000000 P 3fe0000000000000 3fe0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000
t vertex 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 bff0000000000000 0000000000000000 0000000000000000 3ff0000000000000 P 3fe0000000000000 3fe0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000
l miss 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 4000000000000000 4000000000000000 bff0000000000000 4000000000000000 4000000000000000 3ff0000000000000 P 3fe0000000000000 3fe0000000000000 4000000000000000 4000000000000000 4000000000000000 4000000000000000 0000000000000000 0000000000000000
p miss 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 4000000000000000 4000000000000000 bff0000000000000 4000000000000000 4000000000000000 3ff0000000000000 P 3fe0000000000000 3fe0000000000000 4000000000000000 4000000000000000 4000000000000000 4000000000000000 0000000000000000 0000000000000000
t miss 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 4000000000000000 4000000000000000 bff0000000000000 4000000000000000 4000000000000000 3ff0000000000000 N
l parallel 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 3ff0000000000000 3ff0000000000000 3ff0000000000000 N
p parallel 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 3ff0000000000000 3ff0000000000000 3ff0000000000000 N
t parallel 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 3ff0000000000000 3ff0000000000000 3ff0000000000000 N
l contained 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 bff0000000000000 3fd0000000000000 0000000000000000 4000000000000000 3fd0000000000000 0000000000000000 C
p contained 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 bff0000000000000 3fd0000000000000 0000000000000000 4000000000000000 3fd0000000000000 0000000000000000 C
t contained 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 bff0000000000000 3fd0000000000000 0000000000000000 4000000000000000 3fd0000000000000 0000000000000000 S 3fd5555555555555 3fd5555555555556 0000000000000000 0000000000000000 3fd0000000000000 3fd0000000000000 0000000000000000 0000000000000000 3fe2aaaaaaaaaaaa 3fe2aaaaaaaaaaab 3fe8000000000000 3fe8000000000000 3fd0000000000000 3fd0000000000000 0000000000000000 0000000000000000
l edge_overlap 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 bff0000000000000 0000000000000000 0000000000000000 4000000000000000 0000000000000000 0000000000000000 C
p edge_overlap 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 bff0000000000000 0000000000000000 0000000000000000 4000000000000000 0000000000000000 0000000000000000 C
t edge_overlap 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 bff0000000000000 0000000000000000 0000000000000000 4000000000000000 0000000000000000 0000000000000000 S 3fd5555555555555 3fd5555555555556 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 3fe5555555555555 3fe5555555555556 3ff0000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000
l touch 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 bff0000000000000 3ff0000000000000 0000000000000000 3ff0000000000000 bff0000000000000 0000000000000000 C
p touch 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 bff0000000000000 3ff0000000000000 0000000000000000 3ff0000000000000 bff0000000000000 0000000000000000 C
t touch 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 bff0000000000000 3ff0000000000000 0000000000000000 3ff0000000000000 bff0000000000000 0000000000000000 P 3fe0000000000000 3fe0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000
l point_inside 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 3fd0000000000000 3fd0000000000000 0000000000000000 3fd0000000000000 3fd0000000000000 0000000000000000 D
p point_inside 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 3fd0000000000000 3fd0000000000000 0000000000000000 3fd0000000000000 3fd0000000000000 0000000000000000 P 0000000000000000 0000000000000000 3fd0000000000000 3fd0000000000000 3fd0000000000000 3fd0000000000000 0000000000000000 0000000000000000
t point_inside 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 3fd0000000000000 3fd0000000000000 0000000000000000 3fd0000000000000 3fd0000000000000 0000000000000000 P 0000000000000000 0000000000000000 3fd0000000000000 3fd0000000000000 3fd0000000000000 3fd0000000000000 0000000000000000 0000000000000000
l point_outside 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 3ff0000000000000 0000000000000000 4000000000000000 4000000000000000 0000000000000000 4000000000000000 4000000000000000 0000000000000000 D
